id	sentence	class	entity	nation	valence	dimension	commentary	source
6321	Außer Flore und Blanscheflur, seinem Erstlingswerke, dichtete Konrad Fleck nach Rudolphs von Ems unantastbarem Zeugnis im, Alexander noch einen Clies, wohl in Anschluß an den nordfranzösischen, Cliget des Chrestien de Troyes, scheint aber das gänzlich verschollene Werk nicht vollendet zu haben.	0.0	Troyes	FRA		other		1892_-_Bächtold_CAB.txt
2050	Wenn wir demnach von einer, schweizerischen Literatur reden, so tun wir es in der bestimmten Voraussetzung, daß es eine blondere Blüte unseres poetischen Volksgeistes gebe, wie man etwa im botanischen Sinne einem jeden Land eine besondere Flora zugesteht.	0.0	schweizerisch	CHE		spatial		1866_-_Weber_Bd_1_CAB.txt
13007	Die Lieder, welche gesammelt wurden die große Handschrift verzeichnet Dichter stammten zumeist aus dem Aargau, Zürich und dem Thurgau.	0.0	Aargau	CHE		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
8296	Wohl wurde die schweizerische Unabhängigkeit im westfälischen Frieden anerkannt, allein die vaterländische Politik, zumal die der katholischen Orte, treibt fremden, namentlich französischen Bündnissen zu.	0.0	schweizerisch	CHE		spatial		1892_-_Bächtold_CAB.txt
19726	Begreiflich, das der Sohn des alten stolzen Bern in den Segnungen der Freiheit, wie sie die Franzosen gebracht, kein Glück sah.	0.0	Bern	CHE		spatial		1933_-_Ermatinger2_CAB.txt
14318	Die gewaltige Zeit der französischen Revolution, die er doch aus nächster Nähe als Offizier der Pariser Schweizergarde gesehen, der bedeutungsvolle Umschwung in der Heimat, der großzügige Aufstieg der deutschen Dichtung und Philosophie das alles drang nicht in seinen Schaffenskreis hinein.	0.0	französisch	FRA		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
17679	Es hat von dem Drama der Griechen das Ernste und Weihevolle übernommen und daher auch zum Zeichen, das es mit dem früheren Volksspiel nichts mehr zu tun haben wolle, die Bezeichnung, Spiel ' aufgegeben worunter man bis ins siebzehnte Jahrhundert in der Schweiz jedes Drama und jede Theateraufführung verstand.	0.0	Schweiz	CHE		temporal		1933_-_Ermatinger2_CAB.txt
16383	Ihr gehörte der Arme Mann im Toggenburg Ulrich Bräker an und der Schulmeister Johann Ludwig Ambühl, , aus Wattwil, der im Gefolge der Luzerner und Müllers von Friedberg eine Reihe vaterländischer Dramen schrieb.	0.0	Friedberg	DEU		spatial		1924_-_Nadler_CAB.txt
20121	Dann folgen durchaus schweizerisch gefärbte Erzählungen von Wies, Appenzeller, Usteri, die Beschreibung einer Reise durch das Berner Oberland von Meißner, Gedichte in Schriftdeutsch und Mundart von den beiden Wies, Kühn, Häfliger u. a. In den späteren Bändchen gesellen sich u. a. Abraham Emanuel Fröhlich, Ulrich Hegner, Johann Anton Henne, David Hes, Johann Jakob Hottinger, Johann Gaudenz von Salis Seewis, Johann Jakob Schweizer, Karl Rudolf Tanner bei.	0.0	schweizerisch	CHE		spatial		1933_-_Ermatinger2_CAB.txt
14467	Er stand, wie man treffend gesagt hat, sein Lebenlang zwischen den Ideenkreisen des Protestantismus und der französischen Revolution.	0.0	französisch	FRA		other		1910_-_Jenny-Rossel_Bd_2_CAB.txt
18222	Von den fremden Mächten gewann Frankreich schon zu Beginn des siebzehnten Jahrhunderts den bestimmenden Einfluß.	0.0	Frankreich	FRA		spatial		1933_-_Ermatinger2_CAB.txt
8922	Er erzählt, wie er vor einigen Monaten Zürich verlassen und in Greifensee weile.	0.0	Zürich	CHE		both		1892_-_Bächtold_CAB.txt
8020	Marburg, der bereits erwähnte Förderer des Kirchengesanges, welcher im Tone des Sempacherliedes den Geistlichen Wächter verfaßte; Rudolf Wohnlich von Stein, Chorherr am Großmünster gest. , Kaspar Wolf, Gregor Meyer, Organist von Basel u. a. Auch die schweizerischen Wiedertäufer der Reformationszeit besitzen ihre Lieder; einzelne davon sind sogar in die reformierten Gesangbücher übergegangen.	0.0	Marburg	DEU		other		1892_-_Bächtold_CAB.txt
1648	Mit Recht wurde dieses Schriftchen des einundzwanzigjährigen Jünglings als Epoche machend bezeichnet, indem er darin die Sprache des Cäsar und Tacitus mit ungewöhnlicher Leichtigkeit handhabte, eine erschöpfende Genauigkeit in Erforschung und Beurteilung der Quellen zeigte, Römer und Deutsche charakteristisch bezeichnete und würdigte und über das Ganze edles Leben und männliche Würde ausgoß.	0.0	deutsch	DEU		other		1861_-_Mörikofer2_CAB.txt
15697	Er übertrug aus dem Englischen, Französischen, Spanischen und Portugiesischen tiefe und auch idullische Töne, nach denen sein Verlangen gleichfalls ging, eben weil sie ihm, dem nirgendwo Beruhigten und Behaglichen, die Muse werweigerte.	0.0	französisch	FRA		spatial		1914_-_Frey_CAB.txt
2683	Die meisten Freunde gewannen ihm aber die Alpenrosen deren Herausgeber und fruchtbarster Mitarbeiter Weiß war, und die seit dem Jahr Sl J zwanzig Jahre lang der natürliche Repräsentant der Schweiz auf dem deutschen Parnaß bildeten.	0.0	Schweiz	CHE		temporal		1866_-_Weber_Bd_1_CAB.txt
18045	Die etwas lockere Handlung hat Stimmer wohl einer italienischen oder französischen Novelle entnommen der Schauplatz des Geschehens ist eine Hafenstadt.	0.0	französisch	FRA		spatial		1933_-_Ermatinger2_CAB.txt
1926	Dagegen ist ihm vergönnt gewesen, die Entstehung, Begründung und Erstarkung der schweizerischen Eidgenossenschaft seinem Volke und der gebildeten Welt auf eine Weise zu schildern, daß seine Arbeit zu seiner Zeit für das erste Werk deutscher Geschichtsschreibung galt, in welchem sich der Historiker mit Bewußtsein die Aufgabe eines Kunstwerkes stellte , das für seine Landsleute lehrreich und heilsam war und in der Literaturgeschichte stets eine bedeutende Stelle einnehmen wird.	0.0	schweizerisch	CHE		temporal		1861_-_Mörikofer2_CAB.txt
790	Denn so gering die unmittelbaren Ergebnisse des Streites angeschlagen werden mögen, da die Theorie der Züricher zunächst keine poetischen Werke in Deutschland hervorrief, so fühlten sie doch dankbar die würdige Stellung, welche von Zürich aus für die Dichtung und den Dichter vorbereitet wurde.	0.0	Deutschland	DEU		spatial		1861_-_Mörikofer2_CAB.txt
8040	Heinrich Wirre, gebürtig aus Aarau, seit Bürger zu Solothurn, später in Zürich wohnhaft, nennt sich in einem Lied von ? einen, Schneider gute, dann großartiger, obersten Pritschmeister in Schweiz und Österreich, gelegentlich auch Bürger zu Oberzell in Österreich; er ist ein auf allen Schießen, vornehmen Hochzeiten, Reichstagen wohlbekannter Versiffer, welcher derartige Festlichkeiten oft in prachtvoller typographischer Ausstattung in Reime gebracht hat, aber auch Mordtaten und Wundergeschichten auf fliegenden, mit groben Holzschnitten versehenen Blättern zu erzählen nicht verschmäht.	0.0	Aarau	CHE		both		1892_-_Bächtold_CAB.txt
20569	Er wirkte in Frankfurt a. M. und in Stuttgart als Redakteur nationalliberaler Blätter.	0.0	Frankfurt	DEU		spatial		1933_-_Ermatinger2_CAB.txt
20531	Als Sohn wenig bemittelter Bauern im aargauischen Gontenschwil geboren, studierte er in Zürich und Tübingen unter Friedrich Theodor Vischer und schlug dann die dornenvolle Laufbahn des Schriftstellers und Journalisten ein.	0.0	Zürich	CHE		both		1933_-_Ermatinger2_CAB.txt
11793	Abraham Kyburz stammt aus Erlinsbach im Aargau, wurde ins bernische Ministerium aufgenommen, Vikar in Biglen, in Kirchberg, bekleidete die Pfarrstellen zu Bümplitz , auf Schwarzenegg , wurde abgesetzt ; erhielt er die Helferei zu Saanen, infolge unwürdigen Wandels und schlechter Amtsführung abermals abgesetzt und aller Pastoralfähigkeit in Berner Landen verlustig erklärt.	0.0	Aargau	CHE		both		1892_-_Bächtold_CAB.txt
13859	Nur genannt seien die unzeitgemäßen, auf Lavater basierenden Lieder zur Ehre unseres Herrn, samt einem Schweizerpsalm des Zürcher Diakons Joh. Jakob Haß; sodann die Erstlinge einer helvetischen Muse am rhätischen Gebirge von Karl Gallati aus Glarus und endlich die Gedichte des St. Gallers Karl Theodor Beck.	0.0	helvetisch	CHE		both		1910_-_Jenny-Rossel_Bd_1_CAB.txt
21381	Boden Konfiguration Gleichsam als Mittelglied zwischen dem Jura und den Alpen zieht sich zwischen beiden der Jurat Jurten vom Genfer nach dem Neuenburgersee, ein Hügelzug, der nur mit wenigen Spitzen m ü. M.	0.0	Jura	CHE		spatial		1943_-_Korrodi_CAB.txt
22285	Weitere Studien trieb er in London und Paris.	0.0	London	ENG		spatial		1951_-_Zäch_CAB.txt
8037	Er hebt an bei der Einwanderung aus Schweden, erzählt die Befreiungsgeschichte, am ausführlichsten die Tat Tells, die Stiftung des Bundes, berührt die Schlacht von Mohrgarten, die Burgunder und Schwabenkriege und schließt mit dem Wünsche, daß Gott den Schweizern ihre Freiheit noch lange erhalten möge.	0.0	Schweizer	CHE		spatial		1892_-_Bächtold_CAB.txt
140	Dagegen hatte England Schriftsteller, welche durch Würde und Ernst, freimütiges Urteil und tiefen Gehalt geeignet waren, die Teilnahme der gebildeten Schweizer zu gewinnen.	0.0	England	ENG		spatial		1861_-_Mörikofer2_CAB.txt
15593	Man fühlt das Studium alter Meister, eben des Cervantes, und nicht minder dasjenige moderner Franzosen durch man denkt an Flaubert.	0.0	Franzose	FRA		spatial		1914_-_Frey_CAB.txt
2059	Er stellt sodann die charakteristische Eigentümlichkeit des schweizerischen Lebens und Denkens im Verhältnis zum deutschen Wesen der früheren Jahrhunderte dar, findet in dem Umschwung der öffentlichen Meinung im Verhältnis zu Frankreich Anfang des . Jahrhunderts und in der Zurückweisung französischer Sitte und Lebensweise, in der frisch erwachten Liebe zu Land und Volk und in der erneuten Lust, die vaterländische Geschichte zu erforschen, die ersten Anregungen zur Begründung einer nationalen Literatur.	0.0	schweizerisch	CHE		other		1866_-_Weber_Bd_1_CAB.txt
22057	Dass die Idee der Humanität in der Schweiz besonders tief wurzelt, mag sich zum Teil daraus erklären, dass unser Gebiet stärker unter dem Einfluss der römischen Kultur und damit der christlich antiken Gedankenwelt stand als das übrige Deutschland.	1.0	Schweiz	CHE		spatial		1951_-_Zäch_CAB.txt
17637	Auch in Glarus und Solothurn fiel ein großer Teil der Bevölkerung wieder in den alten Glauben zurück.	1.0	Glarus	CHE		spatial		1933_-_Ermatinger2_CAB.txt
8644	Im Umgang mit diesen Männern wandte er sich von der poetischen Richtung der Schlesier ab, vernichtete seine Jugenddichtungen und da ihn, die poetische Krankheit, die mehrere Jahre verschwunden gewesen, in Basel mit neuer Stärke befiel. erstrebte er von nun an, zu zeigen, daß es auch der deutschen Sprache möglich sei, den Gedankenreichtum der Engländer mit der Erhabenheit.	0.0	Basel	CHE		spatial		1892_-_Bächtold_CAB.txt
11151	Der Bär mit seinen Kindern tritt auf, freut sich seiner Nachkommenschaft und läßt sich von Tun einen Kuß geben, dann von Burgdorf, Zofingen, Aarau, Hasli, Laupen, Frutigen, Ober und Niedersimmental, Trachselwald und W BO anderen Ständen und Gemeinden, verspricht allen Kindern väterliche Treue, verlangt jedoch Gehorsam.	0.0	Burgdorf	DEU		spatial		1892_-_Bächtold_CAB.txt
11937	Die in dieser Sammlung enthaltenen, namentlich gegen Schwabe Belustigungen gerichteten Aufsätze, Echo des deutschen Witzes rühren von Breitinger her.	0.0	deutsch	DEU		spatial		1892_-_Bächtold_CAB.txt
8196	Wahrscheinlich kam dieselbe durch Berner, welche im siebzehnten Jahrhundert zahlreich in Herborn studierten, in Aufschwung.	0.0	Herborn	DEU		both		1892_-_Bächtold_CAB.txt
16615	Die nach Zürich kamen, wollten von diesem festen Punkte die deutschen Zustände aus den Angeln heben.	0.0	Zürich	CHE		spatial		1924_-_Nadler_CAB.txt
13057	Fressereien, Prügeleien, sexueller Schmutz, Völlerei und ein Schlußkampf zwischen Bauern von Lappenhausen und Nisssingen, Herren und Zwergen, Recken und Riesen worunter Goliath, Dietrich von Bern, Wolfdietrich, Tristan und Lanzelot und den Schweizern das ganze durchspickt mit einigen ernsthaften Lehren, das ist der mit wilder Phantasterei zusammengereimte Inhalt dieses Versebreis.	0.0	Bern	CHE		other		1910_-_Jenny-Rossel_Bd_1_CAB.txt
9428	Athen und Salamis heißen Bern und Murten.	0.0	Bern	CHE		spatial		1892_-_Bächtold_CAB.txt
21626	Im Jahre scharten sich aufständische deutsche Söldner im Dienste der Republik Florenz um dieses Wahrzeichen des auf eine Lanze gesteckten Hutes.	0.0	deutsch	DEU		spatial		1943_-_Korrodi_CAB.txt
7694	Das früheste ist der Naboth', in Winterthur gespielt, in Zürich und später in Straßburg gedruckt.	0.0	Winterthur	CHE		both		1892_-_Bächtold_CAB.txt
20196	Er war ein genialer Baumeister, dessen Rekonstruktion der Florentiner Domfassade, dessen Entwurf eines schweizerischen Nationaldenkmals Aufsehen erregten.	0.0	schweizerisch	CHE		spatial		1933_-_Ermatinger2_CAB.txt
18667	In Basel, Zürich, St_Gallen, Schaffhausen blühten Gewerbe und Handel.	0.0	Basel	CHE		spatial		1933_-_Ermatinger2_CAB.txt
9101	Er tue dies um so eher, als er seitdem von etlichen wackeren und gelehrten Männern aus benachbarten Kantonen versichert worden, daß die ganze Schweiz den Zürcherischen Kunstrichtern in ihren Lehrsätzen und Urteilen eben nicht beipflichte, viel weniger dieselben dazu bevollmächtiget habe, allem deutschen Witze Hohn zu sprechen.	0.0	Schweiz	CHE		other		1892_-_Bächtold_CAB.txt
22733	Nach Herkunft nur zur Hälfte und nach Gesinnung gar kein Schweizer, verschrieb er sich seit dem ersten Weltkrieg an Deutschland, mit Verachtung auf Romanentum und auf Demokratie herabblickend.	0.0	Schweizer	CHE		spatial		1951_-_Zäch_CAB.txt
22617	Sein Ruhm, unablässig verkündet von dem getreuen Widman, begann nun endlich zu wachsen, und manche äußere Ehrung wurde ihm zuteil, so der Bauernfeldpreis, der Ehrendoktor und sogar der Nobelpreis, eine Auszeichnung, die vor und nach ihm kein Schweizer Dichter abgesehen von Hermann Hesse, der aber als gebürtiger Deutscher nicht mitgerechnet werden kann in Empfang nehmen durfte.	0.0	Schweizer	CHE		spatial		1951_-_Zäch_CAB.txt
17018	Die Gründer der Eidgenossenschaft sind Deutsche, und sie ist, in der Form der Dreizehn Alten Orte, bis ein deutscher Staat gewesen.	0.0	deutsche	DEU		both		1933_-_Ermatinger2_CAB.txt
17635	In den freien Amtern, Bremegarten und Mellingen, zum Teil auch im Rheintal, Thurgau, Gaste, wurde der katholische Gottesdienst mit Gewalt wieder hergestellt.	0.0	Mellingen	CHE		spatial		1933_-_Ermatinger2_CAB.txt
10032	Dagegen kommt in der Umgegend von Augsburg der Name öfter vor; erscheint in Kissing ein Bader Konrad Zobel, ein E. Zobel von Namersdorf .	0.0	Augsburg	DEU		spatial		1892_-_Bächtold_CAB.txt
16886	Zu den letzteren gehört der aus Wien eingewanderte Ludwig Eckardt, der in der zweiten Hälfte der fünfziger Jahre eine lebhafte, aber verfahrene Propaganda für eine schweizerische Nationalliteratur, namentlich ein schweizerisches Nationaltheater, entfaltete.	0.0	schweizerisch	CHE		both		1933_-_Ermatinger2_CAB.txt
18728	Indes, die Frage Schweiz Frankreich ist nicht nur eine Aufgabe der politischen Umstellung, ihre Wurzeln liegen tiefer.	0.0	Schweiz	CHE		spatial		1933_-_Ermatinger2_CAB.txt
16019	Wie er den Handwerksburschen Jakob durch Zürich führt, prägt er sich das Bild dieser beweglichen, zu neuerungsfreundlichen Stadt ein, die nach den französischen Julitagen ihre Verfassung, aber auch ihre Schanzen und Mauern einreißt.	0.0	Zürich	CHE		both		1924_-_Korrodi_CAB.txt
20707	Er ist in dieser Zeit in das urnerische Volksleben eingewachsen, war Gemeinderat von Göschenen, Landrat von Uri.	0.0	Uri	CHE		spatial		1933_-_Ermatinger2_CAB.txt
5917	Schon zu Anfang des siebenten Jahrhunderts wurden römische Sänger zu den Angelsachsen ausgesandt und bald ertönte der gregorianische Choral in Britannien.	0.0	Britannien	ENG		spatial		1892_-_Bächtold_CAB.txt
14484	In der politischen Entwicklung war die Schweiz etwas voraus, Deutschland dagegen in der Literatur weit voran.	0.0	Schweiz	CHE		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
679	Sachen des Geschmacks ein eben so tonangebendes Urteil beizumessen, wie Paris es für Frankreich hatte.	0.0	Paris	FRA		spatial	unvollst	1861_-_Mörikofer2_CAB.txt
1279	Auf seiner Rückreise ging er über Hamburg; und indem er sich Hagedorn näherte, gelang es ihm, bevor er sein Empfehlungsschreiben an denselben abgab, dessen freundschaftliche Teilnahme zu gewinnen.	0.0	Hamburg	DEU		both		1861_-_Mörikofer2_CAB.txt
16596	Hatten die Enkel Winkelrieds in den Jahren der französischen Kriegsdrohung laute Begeisterung geweckt, so ging die Zeit des Sonderbundes aufgescheucht über diesen Columbus hinweg.	0.0	französisch	FRA		temporal		1924_-_Nadler_CAB.txt
22352	Lavater bewältigte eine ungeheure private Korrespondenz mit seinen Freunden und Bekannten, unter denen Leute zu finden sind wie Herder, Goethe, Gellert, Gleim, Klopstock, Pestalozzi, Jung Stilling, Sophie Laroche, Cagliostro, Markgraf Friedrich von Baden, Herault Sechelles und viele andere.	0.0	Baden	CHE		other		1951_-_Zäch_CAB.txt
1059	Mit besonderer Vorliebe aber behandelte er die beiden Stücke Arnold von Brescia in Zürich und in Rom.	0.0	Zürich	CHE		spatial		1861_-_Mörikofer2_CAB.txt
7010	Ein berühmter, klassisch gebildeter Italiener, Poggius Florentinus es ist derselbe, dessen üppige Schilderung der Bäder zu Baden im Aargan zu allgemeinster Kenntnis gelangte war als päpstlicher Sekretär nach Konstanz gekommen.	0.0	Baden	CHE		spatial		1892_-_Bächtold_CAB.txt
11994	Sulzers Bericht über die russische Okkupation von Berlin Oktober ist abgedruckt im Feuilleton der Neuen Zürcher Zeitung vom Mai .	0.0	russisch	RUS		spatial		1892_-_Bächtold_CAB.txt
8633	Nach dem Tode des Vaters l , den er in Baden ab und zu besucht hatte eine in der dortigen Kirche angehörte drastische Kapuzinerpredigt blieb ihm lebhaft im Gedächtnis , genoß Haller auf kurze Zeit den Unterricht des Berner Gymnasiums.	0.0	Baden	CHE		both		1892_-_Bächtold_CAB.txt
18630	Die beiden schließen sich aneinander an, reisen am Rheinfall dem, schrecklichen Wasserfall ', wo das Wasser,, so hoch herunterfällt, das es wie ein weißer Staub sehr hoch wieder aufspringt vorbei und kommen über Eglisau nach Zürich, wo sie im Schwert wohnen.	0.0	Eglisau	CHE		spatial		1933_-_Ermatinger2_CAB.txt
501	Bemerkenswert ist, daß Spreng, Bodmers Anstoße folgend, bei seiner feierlichen Bekränzung eine deutsche Rede über die Beschaffenheit und die Säuberung der schweizerischen Schreibart hielt.	0.0	deutsch	DEU		spatial		1861_-_Mörikofer2_CAB.txt
14589	Von der literarischen Revolution, die sich in Paris von vollzogen hatte, behielten sie nur den Geschmack an Tränen.	0.0	Paris	FRA		both		1910_-_Jenny-Rossel_Bd_2_CAB.txt
18393	Die in Basel spielende, aus fünf Personen bestehende Truppe des,,Georg Wysbeer us Niederland ' dürfte eine englische gewesen sein, da niederländische Schauspieler erst nach dem Dreissigjährigen Kriege außerhalb ihrer Heimat spielten.	0.0	Basel	CHE		spatial		1933_-_Ermatinger2_CAB.txt
20310	In Bern stand Bundesrat Stämpfli im Mittelpunkt der Eisenbahnbestrebungen, in Zürich Alfred Escher, der als Regierungspräsident durch Fusion der Zürich Bodenseebahngesellschaft mit der Schweizerischen Nordbahn die Schweizerische Nordostbahngesellschaft gegründet hatte, dann aus der Regierung ausgetreten und als Direktionspräsident der Nordostbahn und Verwaltungsratspräsident der Kreditanstalt die Eisenbahnen als die,, wichtigste Angelegenheit des öffentlichen Lebens betrachtete.	0.0	Bern	CHE		spatial		1933_-_Ermatinger2_CAB.txt
14922	Zuerst stand er unter dem Eindruck der formenschönen Lyrik Leutholds, später aber wirkte auf ihn Meers und wohl auch französische Kunft.	0.0	französisch	FRA		both		1910_-_Jenny-Rossel_Bd_2_CAB.txt
1335	Allein kaum aus Brugg befreit, ging sogleich auch in Hannover die Not von Neuem an, denn die Hypochondrie trübte hier wie dort seine Tage, und mehrfaches häusliches Unglück trat hinzu, um sein Leben zu verbittern.	0.0	Brugg	CHE		both		1861_-_Mörikofer2_CAB.txt
12826	Berner, Zürcher, Freiburger, Urne viel eher als Schweizer.	0.0	Schweizer	CHE		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
16268	Hartmann war in München, Heidelberg, Berlin gebildet und wandte sich zu Paris der Literatur zu.	0.0	München	DEU		both		1924_-_Nadler_CAB.txt
1960	Überhaupt war Müller der erste Geschichtsschreiber, welcher deutschen Forscherfleiß und gelehrte Gründlichkeit mit der Formbeherrschung und lebendigen Darstellung der Franzosen vereinte.	0.0	deutsch	DEU		other		1861_-_Mörikofer2_CAB.txt
19980	In Bern entwarf der Gymnasiarch Samuel Schmidt ein Idioticon Bernense, in Basel arbeitete, auf Bodmers Anregung, Johann Jakob Spreng ein Idioticon Rauracum aus; meinte er doch sogar, Haller hätte seine,, Alpen ' in seiner Muttersprache singen sollen!	0.0	Bern	CHE		spatial		1933_-_Ermatinger2_CAB.txt
14366	Kaum atmet er in der Heimat den Duft der Flitterwochen, so donnern die Kanonen der Russen und Franzosen; Haus, Hof und Garten werden ein Ziel der grausamen Geschütze.	0.0	Russe	RUS		other		1910_-_Jenny-Rossel_Bd_2_CAB.txt
13479	Origineller und ernsthaft war Gedeon Flournois , welcher unter dem Eindruck der religiösen Kämpfe zur Zeit der Aufhebung des Ediktes von Nantes seine Im XVJJ. Jahrhundert.	0.0	Nanter	FRA		other		1910_-_Jenny-Rossel_Bd_1_CAB.txt
1385	Der Gedanke zwar war nicht sein eigener, sondern von den französischen Physiokraten entlehnt, von welchen vorher schon ähnliche Ephemeriden herauskamen.	0.0	französisch	FRA		spatial		1861_-_Mörikofer2_CAB.txt
13776	In der Sommerstille des Jahres waren die Betrachtungen über die Einsamkeit entstanden, womit der Verfasser einen neuen deutschen Literaturtypus einführte, nämlich die bisher bloß den Franzosen bekannte geistreiche, philosophische Plauderei.	0.0	deutsch	DEU		both		1910_-_Jenny-Rossel_Bd_1_CAB.txt
9005	An die entsprechenden Aufsätze des, Spektator und an Du Bos, aus dessen Werk er wörtliche Stellen übersetzt, lehnt sich Breitinger an, ohne die feinen Unterscheidungen, die der Franzose zwischen den beiden Kunstgebieten aufstellt, zu beachten.	0.0	Franzose	FRA		other		1892_-_Bächtold_CAB.txt
18417	In Freiburg wurde von an ausschließlich in der Aula gespielt, in Luzern in der Aula des Gymnasiums, im Lichthof des Riteschen Palastes und in der Michaelskirche.	1.0	Freiburg	DEU		spatial		1933_-_Ermatinger2_CAB.txt
6486	Im Schiffskatalog erscheinen ganz luftig Ungarn, Russen, Dänen, Schotten, Engländer, Deutsche.	0.0	Russe	RUS		spatial		1892_-_Bächtold_CAB.txt
510	Zu diesem Behufe stiftete er nämlich in Basel eine deutsche Gesellschaft, zu deren Mitgliedern unter Anderen auch noch Isaak Jselin gehörte, und suchte dieselbe in Verbindung mit ähnlichen Vereinen in Zürich und Bern zu bringen.	0.0	Basel	CHE		other		1861_-_Mörikofer2_CAB.txt
17685	Im eigentlichen klassischen Drama der Griechen, Franzosen und Deutschen ist sie ausgeschlossen.	0.0	Franzose	FRA		spatial		1933_-_Ermatinger2_CAB.txt
19927	Es war in den Tagen der annähernden französischen Revolution , berichtet Pestalozzi im Vorwort zu dem Abdruck der, Figuren in der Kottaschen Gesamtausgabe,,, und in den ersten Spuren der Gefahren, die ihr Einfluß auf die Schweiz haben könnte, das meine Volks , Vaterlands und Freiheitsliebe mich unwiderstehlich hinriss, diese Bogen zu schreiben.	0.0	französisch	FRA		temporal		1933_-_Ermatinger2_CAB.txt
21844	Derselbe Mann, der in Zirkeln der alten französischen Gesellschaft sich mit Gewandtheit bewegte, in der Mediations und Restaurationszeit die glänzendsten Kreise um sich versammelt sah, war nicht minder gefeiert bei den patriotischen Festen der Republik und an den Dorfkirchweihen von Root oder Ebikon, wo er mit den Alten sich unter Aus hritischen und biographischen Schriften hielt, dem Schiessen und dem Kegelspiel der Jungen zusah und oft mit den Frauen und Töchtern seiner ländlichen Nachbarn tanzte.	0.0	französisch	FRA		temporal		1943_-_Korrodi_CAB.txt
7962	Jetzt schließt der zornige Löwe mit dem untreuen Leoparden einen ewigen Bund, d. h. zwischen dem Kaiser und Frankreich kommt die Ligue von Cambrai zu stande.	0.0	Frankreich	FRA		temporal		1892_-_Bächtold_CAB.txt
9439	Ähnliche Briefe gingen an Gleim, Jacobi, Fr. L. Stolberg, Mauvillon, Eschenburg.	0.0	Stolberg	DEU		other		1892_-_Bächtold_CAB.txt
9293	Sie sehen in die Zeiten, da Amerika entdeckt, das Schießpulver erfunden, die Neger Sklaverei eingeführt wird.	0.0	Amerika	USA		both		1892_-_Bächtold_CAB.txt
18611	In Zürich versuchten die rechtgläubigen Kollegen Lavateeres das gleiche zu erreichen.	0.0	Zürich	CHE		spatial		1933_-_Ermatinger2_CAB.txt
16321	Das neue deutsche Geistesleben Graubündens ist nicht aus dem Bereiche der alten Gotteshäuser zu Disentis und Kür erwachsen.	0.0	deutsch	DEU		spatial		1924_-_Nadler_CAB.txt
6080	Zum erstenmal erstrahlt hier die viel gerühmte deutsche Treue in ihren Äußerungen als Vasallen und Freundestreue.	0.0	deutsch	DEU		temporal		1892_-_Bächtold_CAB.txt
8338	Für gewisse Partien, z. B. Schweizervolks Lob und Sitten . Teil , ist die Chronik von Stumpf benützt; ebenso klingen manche Stellen, wie diejenige über die Stadt Schaffhausen, ganz vernehmbar an Stumpfs gereimte Lobsprüche auf die dreizehn Orte an.	0.0	Schweizer	CHE		other		1892_-_Bächtold_CAB.txt
17443	Das sogenannte Halbsutersche Sempacherlied ist eines der lebendigsten epischen Gedichte der gesamten Eltern deutschen Literatur.	0.0	deutsch	DEU		other		1933_-_Ermatinger2_CAB.txt
6646	Es ist ein Loblied der gröblichsten Völlerei, das älteste dieser Art in der deutschen Lyrik.	0.0	deutsch	DEU		temporal		1892_-_Bächtold_CAB.txt
8840	Während in den englischen Wochenschriften das politische Interesse zusehends wächst, nimmt in Deutschland das literarische sichtlich zu.	0.0	englisch	ENG		spatial	interessant	1892_-_Bächtold_CAB.txt
16972	Gerade das Beispiel eines so umfassenden und künstlerisch feingebildeten Geistes wie Reynold führt die Idee einer gesamtschweizerischen Nationalliteratur auf ihren inneren Widerspruch, und es würde sich als Folgerung die Tatsache ergeben, das die Literatur der deutschen Schweiz mit der wir es hier einzig zu tun haben erstens ein Teil des gesamtdeutschen Schrifttums wäre, und das zweitens die Gemeinsamkeit der Sprache auch einzig die Einheit des dichterischen Geistes und seiner künstlerischen Formen bestimmte.	0.0	deutsch	DEU		spatial		1933_-_Ermatinger2_CAB.txt
20464	Genf erhielt eine solche , Zürich, wo man unter dem Druck der Geistlichkeit noch am . Mai beschlossen hatte, Schauspielaufführungen nicht zuzulassen, besaß kurz darauf zwei Truppen, eine französische, die die Besetzungsarmee mitgebracht hatte, und eine deutsche, die jener das Wasser abgraben sollte.	0.0	Genf	CHE		spatial		1933_-_Ermatinger2_CAB.txt
21948	Die Epistel, von der ich rede, erfreut sich seit Jahrhunderten und besonders in der neueren Zeit, zumal auch bei den Astethikern und Dichtern deutscher Zunge, vor anderen horazischen Poesien eines hohen Ruhmes, ich möchte sagen einer liebevollen Beurteilung.	0.0	deutsch	DEU		temporal		1943_-_Korrodi_CAB.txt
18329	Die Studenten zogen nach wie vor an deutsche Hochschulen.	0.0	deutsch	DEU		temporal		1933_-_Ermatinger2_CAB.txt
